path,time,NumberOfAnonymizedPaths,AverageCost,NumberOfPartitions,NumberOfValidPartitions,NumberofSkipped,NumberOfDuplicated,NumberOfNodes
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,1000.0,11.0,7.63636,905.0,57.0,0.0,0.0,234954.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,2000.0,11.0,7.63636,2746.0,171.0,0.0,0.0,498942.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,3000.0,11.0,7.63636,5297.0,301.0,0.0,0.0,769366.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,4000.0,11.0,7.63636,8359.0,473.0,0.0,0.0,1049646.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,5000.0,11.0,7.63636,12328.0,661.0,0.0,0.0,1338141.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,6000.0,11.0,7.63636,17110.0,871.0,0.0,0.0,1635619.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,7000.0,11.0,7.63636,21651.0,907.0,0.0,0.0,1917722.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,8000.0,11.0,7.27273,24564.0,1044.0,0.0,0.0,2203263.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,9000.0,11.0,7.27273,27923.0,1283.0,0.0,0.0,2498512.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,10000.0,11.0,7.27273,31982.0,1476.0,0.0,0.0,2794394.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,11000.0,11.0,7.27273,38174.0,1544.0,0.0,0.0,3093300.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,12000.0,11.0,7.27273,41634.0,1833.0,0.0,0.0,3390082.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,13000.0,11.0,7.27273,45283.0,2100.0,0.0,0.0,3681373.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,14000.0,11.0,7.27273,50403.0,2405.0,0.0,0.0,3979897.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,15000.0,11.0,7.27273,56198.0,2455.0,0.0,0.0,4279953.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,16000.0,11.0,7.27273,60984.0,2665.0,0.0,0.0,4577537.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,17000.0,11.0,7.27273,67239.0,2770.0,0.0,0.0,4885609.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,18000.0,11.0,7.27273,73068.0,3025.0,0.0,0.0,5196360.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,19000.0,11.0,7.27273,79342.0,3280.0,0.0,0.0,5507453.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,20000.0,11.0,7.27273,85775.0,3385.0,0.0,0.0,5818631.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,21000.0,11.0,7.27273,92663.0,3385.0,0.0,0.0,6128496.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,22000.0,11.0,7.27273,100908.0,3385.0,0.0,0.0,6445819.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,23000.0,11.0,7.27273,110011.0,3385.0,0.0,0.0,6772095.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,24000.0,11.0,7.27273,116612.0,3421.0,0.0,0.0,7074988.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,25000.0,11.0,7.27273,119402.0,3562.0,0.0,0.0,7379210.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,26000.0,11.0,7.27273,122742.0,3797.0,0.0,0.0,7687658.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,27000.0,11.0,7.27273,126660.0,3968.0,0.0,0.0,7992814.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,28000.0,11.0,7.27273,132425.0,4051.0,0.0,0.0,8302481.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,29000.0,11.0,7.27273,136296.0,4321.0,0.0,0.0,8608648.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,30000.0,11.0,7.27273,140035.0,4595.0,0.0,0.0,8909453.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,31000.0,11.0,7.27273,145336.0,4919.0,0.0,0.0,9217128.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,32000.0,11.0,7.27273,151177.0,4969.0,0.0,0.0,9524555.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,33000.0,11.0,7.27273,155885.0,5179.0,0.0,0.0,9834409.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,34000.0,11.0,7.27273,161828.0,5284.0,0.0,0.0,10144417.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,35000.0,11.0,7.27273,167396.0,5539.0,0.0,0.0,10458030.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,36000.0,11.0,7.27273,173658.0,5763.0,0.0,0.0,10767849.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,37000.0,11.0,7.27273,179481.0,5899.0,0.0,0.0,11078712.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,38000.0,11.0,7.27273,186444.0,5899.0,0.0,0.0,11383726.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,39000.0,11.0,7.27273,193657.0,5899.0,0.0,0.0,11697634.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,40000.0,11.0,7.27273,201601.0,5899.0,0.0,0.0,12012367.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,41000.0,11.0,7.27273,210974.0,5926.0,0.0,0.0,12324379.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,42000.0,11.0,7.27273,214516.0,6217.0,0.0,0.0,12630888.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,43000.0,11.0,7.27273,218523.0,6512.0,0.0,0.0,12942021.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,44000.0,11.0,7.27273,224165.0,6767.0,0.0,0.0,13256770.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,45000.0,11.0,7.27273,229565.0,6951.0,0.0,0.0,13564391.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,46000.0,11.0,7.27273,232638.0,7145.0,0.0,0.0,13852579.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,47000.0,11.0,7.27273,236798.0,7305.0,0.0,0.0,14149897.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,48000.0,11.0,7.27273,241930.0,7433.0,0.0,0.0,14452641.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,49000.0,11.0,7.27273,247795.0,7643.0,0.0,0.0,14762327.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,50000.0,11.0,7.27273,254816.0,7793.0,0.0,0.0,15076342.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,51000.0,11.0,7.27273,259741.0,8020.0,0.0,0.0,15386748.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,52000.0,11.0,7.27273,266472.0,8153.0,0.0,0.0,15705613.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,53000.0,11.0,7.27273,272095.0,8413.0,0.0,0.0,16022259.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,54000.0,11.0,7.27273,280183.0,8413.0,0.0,0.0,16344501.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,55000.0,11.0,7.27273,287838.0,8413.0,0.0,0.0,16662297.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,56000.0,11.0,7.27273,296844.0,8413.0,0.0,0.0,16986522.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,57000.0,11.0,7.27273,306067.0,8422.0,0.0,0.0,17305163.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,58000.0,11.0,7.27273,310209.0,8640.0,0.0,0.0,17620637.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,59000.0,11.0,7.27273,316248.0,8683.0,0.0,0.0,17937463.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,60000.0,11.0,7.27273,321215.0,9033.0,0.0,0.0,18262018.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,61000.0,11.0,7.27273,327776.0,9138.0,0.0,0.0,18589245.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,62000.0,11.0,7.27273,333336.0,9393.0,0.0,0.0,18912009.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,63000.0,11.0,7.27273,339909.0,9393.0,0.0,0.0,19239398.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,64000.0,11.0,7.27273,347497.0,9393.0,0.0,0.0,19564737.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,65000.0,11.0,7.27273,355378.0,9393.0,0.0,0.0,19889980.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,66000.0,11.0,7.27273,365618.0,9393.0,0.0,0.0,20216173.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,67000.0,11.0,7.27273,371053.0,9717.0,0.0,0.0,20537414.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,68000.0,11.0,7.27273,378042.0,9858.0,0.0,0.0,20856471.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,69000.0,11.0,7.27273,382686.0,10013.0,0.0,0.0,21164829.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,70000.0,11.0,7.27273,389456.0,10194.0,0.0,0.0,21481799.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,71000.0,11.0,7.27273,395261.0,10373.0,0.0,0.0,21799233.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,72000.0,11.0,7.27273,403457.0,10373.0,0.0,0.0,22121432.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,73000.0,11.0,7.27273,410772.0,10373.0,0.0,0.0,22438629.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,74000.0,11.0,7.27273,419805.0,10373.0,0.0,0.0,22763196.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,75000.0,11.0,7.27273,428842.0,10478.0,0.0,0.0,23086771.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,76000.0,11.0,7.27273,434654.0,10733.0,0.0,0.0,23408429.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,77000.0,11.0,7.27273,440939.0,10988.0,0.0,0.0,23733593.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,78000.0,11.0,7.27273,447538.0,11093.0,0.0,0.0,24054270.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,79000.0,11.0,7.27273,452596.0,11347.0,0.0,0.0,24368445.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,80000.0,11.0,7.27273,458036.0,11353.0,0.0,0.0,24674970.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,81000.0,11.0,7.27273,465476.0,11353.0,0.0,0.0,24999161.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,82000.0,11.0,7.27273,472861.0,11353.0,0.0,0.0,25313059.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,83000.0,11.0,7.27273,481445.0,11353.0,0.0,0.0,25640820.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,84000.0,11.0,7.27273,490348.0,11353.0,0.0,0.0,25964153.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,85000.0,11.0,7.27273,498072.0,11353.0,0.0,0.0,26287168.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,86000.0,11.0,7.27273,505733.0,11353.0,0.0,0.0,26610970.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,87000.0,11.0,7.27273,516045.0,11353.0,0.0,0.0,26935249.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,88000.0,11.0,7.27273,523976.0,11353.0,0.0,0.0,27256048.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,89000.0,11.0,7.27273,532108.0,11353.0,0.0,0.0,27577933.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,90000.0,11.0,7.27273,541233.0,11353.0,0.0,0.0,27900413.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,91000.0,11.0,7.27273,550524.0,11353.0,0.0,0.0,28224220.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,92000.0,11.0,7.27273,558303.0,11353.0,0.0,0.0,28544913.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,93000.0,11.0,7.27273,566126.0,11353.0,0.0,0.0,28866068.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,94000.0,11.0,7.27273,576609.0,11353.0,0.0,0.0,29189717.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,95000.0,11.0,7.27273,584396.0,11353.0,0.0,0.0,29511478.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,96000.0,11.0,7.27273,592228.0,11353.0,0.0,0.0,29831756.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,97000.0,11.0,7.27273,600755.0,11353.0,0.0,0.0,30151031.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,98000.0,11.0,7.27273,610903.0,11353.0,0.0,0.0,30473750.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,99000.0,11.0,7.27273,621386.0,11353.0,0.0,0.0,30795986.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,100000.0,11.0,7.27273,632104.0,11353.0,0.0,0.0,31117628.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,101000.0,11.0,7.27273,642579.0,11353.0,0.0,0.0,31440008.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,102000.0,11.0,7.27273,653249.0,11353.0,0.0,0.0,31763707.0
output/tunnel-t=internet_n=13_e=1.0_s=1_k3l1greedy.out,103000.0,11.0,7.27273,665632.0,11353.0,0.0,0.0,32088192.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,1000.0,11.0,8.72727,1350.0,86.0,0.0,0.0,430677.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,2000.0,11.0,8.63636,4140.0,205.0,0.0,0.0,896219.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,3000.0,11.0,8.36364,6331.0,341.0,0.0,0.0,1361869.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,4000.0,11.0,8.18182,9387.0,561.0,0.0,0.0,1840649.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,5000.0,11.0,8.18182,12971.0,684.0,0.0,0.0,2317461.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,6000.0,11.0,8.18182,17280.0,871.0,0.0,0.0,2798795.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,7000.0,11.0,8.18182,21466.0,901.0,0.0,0.0,3278810.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,8000.0,11.0,8.18182,23611.0,1023.0,0.0,0.0,3774366.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,9000.0,11.0,8.18182,26524.0,1230.0,0.0,0.0,4268115.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,10000.0,11.0,8.18182,30002.0,1353.0,0.0,0.0,4762647.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,11000.0,11.0,8.18182,33846.0,1537.0,0.0,0.0,5262471.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,12000.0,11.0,8.18182,38325.0,1564.0,0.0,0.0,5763448.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,13000.0,11.0,7.72727,41535.0,1815.0,0.0,0.0,6264085.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,14000.0,11.0,7.63636,45108.0,2074.0,0.0,0.0,6758658.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,15000.0,11.0,7.63636,49404.0,2393.0,0.0,0.0,7255538.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,16000.0,11.0,7.63636,55099.0,2405.0,0.0,0.0,7760995.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,17000.0,11.0,7.63636,57936.0,2536.0,0.0,0.0,8257018.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,18000.0,11.0,7.63636,61997.0,2665.0,0.0,0.0,8764515.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,19000.0,11.0,7.63636,66648.0,2770.0,0.0,0.0,9286243.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,20000.0,11.0,7.63636,71372.0,3025.0,0.0,0.0,9799189.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,21000.0,11.0,7.63636,76840.0,3097.0,0.0,0.0,10318520.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,22000.0,11.0,7.63636,81008.0,3385.0,0.0,0.0,10833294.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,23000.0,11.0,7.63636,86600.0,3385.0,0.0,0.0,11353801.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,24000.0,11.0,7.63636,91557.0,3385.0,0.0,0.0,11870268.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,25000.0,11.0,7.63636,97599.0,3385.0,0.0,0.0,12389528.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,26000.0,11.0,7.63636,103472.0,3385.0,0.0,0.0,12909520.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,27000.0,11.0,7.63636,110211.0,3385.0,0.0,0.0,13431555.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,28000.0,11.0,7.63636,116359.0,3415.0,0.0,0.0,13946896.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,29000.0,11.0,7.63636,119430.0,3568.0,0.0,0.0,14454996.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,30000.0,11.0,7.63636,122950.0,3800.0,0.0,0.0,14963231.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,31000.0,11.0,7.63636,127117.0,4025.0,0.0,0.0,15472765.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,32000.0,11.0,7.63636,132249.0,4051.0,0.0,0.0,15984264.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,33000.0,11.0,7.63636,136022.0,4305.0,0.0,0.0,16493040.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,34000.0,11.0,7.63636,139101.0,4559.0,0.0,0.0,17000369.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,35000.0,11.0,7.63636,143461.0,4800.0,0.0,0.0,17510677.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,36000.0,11.0,7.63636,148646.0,4919.0,0.0,0.0,18027740.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,37000.0,11.0,7.63636,152845.0,5073.0,0.0,0.0,18537035.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,38000.0,11.0,7.63636,157681.0,5179.0,0.0,0.0,19050924.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,39000.0,11.0,7.63636,162648.0,5317.0,0.0,0.0,19565613.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,40000.0,11.0,7.63636,167192.0,5539.0,0.0,0.0,20080166.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,41000.0,11.0,7.63636,172411.0,5644.0,0.0,0.0,20598074.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,42000.0,11.0,7.63636,176978.0,5899.0,0.0,0.0,21110751.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,43000.0,11.0,7.63636,182618.0,5899.0,0.0,0.0,21626781.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,44000.0,11.0,7.63636,188257.0,5899.0,0.0,0.0,22137775.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,45000.0,11.0,7.63636,194448.0,5899.0,0.0,0.0,22656783.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,46000.0,11.0,7.63636,200715.0,5899.0,0.0,0.0,23172235.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,47000.0,11.0,7.63636,207929.0,5899.0,0.0,0.0,23693858.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,48000.0,11.0,7.63636,212536.0,6071.0,0.0,0.0,24208362.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,49000.0,11.0,7.63636,215909.0,6345.0,0.0,0.0,24718910.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,50000.0,11.0,7.63636,220127.0,6598.0,0.0,0.0,25228486.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,51000.0,11.0,7.63636,225011.0,6767.0,0.0,0.0,25742809.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,52000.0,11.0,7.63636,229348.0,6942.0,0.0,0.0,26253783.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,53000.0,11.0,7.63636,232422.0,7123.0,0.0,0.0,26753311.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,54000.0,11.0,7.63636,236016.0,7278.0,0.0,0.0,27257832.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,55000.0,11.0,7.63636,240021.0,7433.0,0.0,0.0,27757913.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,56000.0,11.0,7.63636,245106.0,7455.0,0.0,0.0,28265739.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,57000.0,11.0,7.63636,249281.0,7743.0,0.0,0.0,28780639.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,58000.0,11.0,7.63636,254918.0,7793.0,0.0,0.0,29301866.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,59000.0,11.0,7.63636,258769.0,7948.0,0.0,0.0,29805686.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,60000.0,11.0,7.63636,263507.0,8053.0,0.0,0.0,30313564.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,61000.0,11.0,7.63636,268364.0,8275.0,0.0,0.0,30825764.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,62000.0,11.0,7.63636,273062.0,8413.0,0.0,0.0,31335607.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,63000.0,11.0,7.63636,278777.0,8413.0,0.0,0.0,31853772.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,64000.0,11.0,7.63636,284427.0,8413.0,0.0,0.0,32369665.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,65000.0,11.0,7.63636,290710.0,8413.0,0.0,0.0,32884387.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,66000.0,11.0,7.63636,297047.0,8413.0,0.0,0.0,33405748.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,67000.0,11.0,7.63636,304494.0,8413.0,0.0,0.0,33932315.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,68000.0,11.0,7.63636,308382.0,8535.0,0.0,0.0,34446945.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,69000.0,11.0,7.63636,312368.0,8673.0,0.0,0.0,34973219.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,70000.0,11.0,7.63636,317186.0,8778.0,0.0,0.0,35499220.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,71000.0,11.0,7.63636,321273.0,9033.0,0.0,0.0,36018996.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,72000.0,11.0,7.63636,326769.0,9051.0,0.0,0.0,36546671.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,73000.0,11.0,7.63636,331271.0,9388.0,0.0,0.0,37064309.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,74000.0,11.0,7.63636,337065.0,9393.0,0.0,0.0,37588179.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,75000.0,11.0,7.63636,342522.0,9393.0,0.0,0.0,38107178.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,76000.0,11.0,7.63636,348312.0,9393.0,0.0,0.0,38634211.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,77000.0,11.0,7.63636,354131.0,9393.0,0.0,0.0,39157170.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,78000.0,11.0,7.63636,360885.0,9393.0,0.0,0.0,39684300.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,79000.0,11.0,7.63636,367274.0,9462.0,0.0,0.0,40211044.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,80000.0,11.0,7.63636,371549.0,9753.0,0.0,0.0,40733642.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,81000.0,11.0,7.63636,377045.0,9764.0,0.0,0.0,41258852.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,82000.0,11.0,7.63636,380380.0,9908.0,0.0,0.0,41770509.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,83000.0,11.0,7.63636,384452.0,10013.0,0.0,0.0,42289112.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,84000.0,11.0,7.63636,389360.0,10176.0,0.0,0.0,42812634.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,85000.0,11.0,7.63636,393982.0,10373.0,0.0,0.0,43326670.0
output/blind-t=gnp_n=13_e=0.3_s=2_k3l1greedy.out,86000.0,11.0,7.63636,399663.0,10373.0,0.0,0.0,43848595.0
