path,num_nodes,probability_of_edge,seed,k,el,visibility_func,heuristic_func,order_of_j,complete_search,upperbound_pruning,partition_type,num_evaluated_partitions,num_valid_partitions,num_skipped_partitions,num_expanded_nodes,num_anonymized_paths,num_evaluated_partitions_till_first,num_expanded_nodes_till_first,avg_cost_anonymized_paths,total_time,lowebound_cost,num_duplicated_partitions
output/tunnel-randomhBrandom_n=15_e=0.2_s=1_n15e0.2k2l3.out,15,merge,1,2,3,identity,tunnel,random,1,1,merge,3127,0,78440,79954,12,0,0,7.16667,30094,5,8369
output/tunnel-randomhBrandom_n=15_e=0.2_s=1_n15e0.2k3l1.out,15,merge,1,3,1,identity,tunnel,random,1,1,merge,910,90,0,54979,13,10,252,8.07692,30172,5,917
output/tunnel-randomhBrandom_n=15_e=0.2_s=1_n15e0.2k3l2.out,15,merge,1,3,2,identity,tunnel,random,1,1,merge,1992,61,8293,72088,13,10,252,8.15385,30052,5,5310
output/tunnel-randomhBrandom_n=15_e=0.2_s=1_n15e0.2k3l3.out,15,merge,1,3,3,identity,tunnel,random,1,1,merge,3038,0,92562,60141,6,0,0,10,30005,5,8239
output/tunnel-randomhBrandom_n=15_e=0.2_s=2_n15e0.2k2l1.out,15,merge,2,2,1,identity,tunnel,random,1,1,merge,4764,56,127,64571,10,6,96,5.6,30201,4.7,2589
output/tunnel-randomhBrandom_n=15_e=0.2_s=2_n15e0.2k2l2.out,15,merge,2,2,2,identity,tunnel,random,1,1,merge,4106,83,5711,69811,10,7,129,6.2,30181,4.7,5259
output/tunnel-randomhBrandom_n=15_e=0.2_s=2_n15e0.2k2l3.out,15,merge,2,2,3,identity,tunnel,random,1,1,merge,404,2,5772,6999,10,45,859,7.2,2012,4.7,894
output/tunnel-randomhBrandom_n=15_e=0.2_s=2_n15e0.2k3l1.out,15,merge,2,3,1,identity,tunnel,random,1,1,merge,2427,81,10,73543,10,8,169,7.8,30155,4.7,4491
output/tunnel-randomhBrandom_n=15_e=0.2_s=2_n15e0.2k3l2.out,15,merge,2,3,2,identity,tunnel,random,1,1,merge,3491,33,19496,66737,10,8,169,8,30035,4.7,12438
output/tunnel-randomhBrandom_n=15_e=0.2_s=2_n15e0.2k3l3.out,15,merge,2,3,3,identity,tunnel,random,1,1,merge,404,0,7274,5888,6,0,0,10,2208,4.7,916
output/tunnel-randomhBrandom_n=15_e=0.2_s=3_n15e0.2k2l1.out,15,merge,3,2,1,identity,tunnel,random,1,1,merge,4302,137,15,70192,11,7,127,5.27273,30037,4.54545,2042
output/tunnel-randomhBrandom_n=15_e=0.2_s=3_n15e0.2k2l2.out,15,merge,3,2,2,identity,tunnel,random,1,1,merge,2691,140,4667,58917,11,7,131,5.90909,30000,4.54545,3599
output/tunnel-randomhBrandom_n=15_e=0.2_s=3_n15e0.2k2l3.out,15,merge,3,2,3,identity,tunnel,random,1,1,merge,334,0,7940,5694,10,0,0,7,1118,4.54545,700
output/tunnel-randomhBrandom_n=15_e=0.2_s=3_n15e0.2k3l1.out,15,merge,3,3,1,identity,tunnel,random,1,1,merge,1232,47,0,51972,11,9,186,6.63636,30200,4.54545,1207
output/tunnel-randomhBrandom_n=15_e=0.2_s=3_n15e0.2k3l2.out,15,merge,3,3,2,identity,tunnel,random,1,1,merge,2120,7,15322,59394,11,9,343,8.36364,30082,4.54545,7210
output/tunnel-randomhBrandom_n=15_e=0.2_s=3_n15e0.2k3l3.out,15,merge,3,3,3,identity,tunnel,random,1,1,merge,334,0,8771,4852,6,0,0,8.5,2124,4.54545,700
output/tunnel-randomhBrandom_n=15_e=0.2_s=4_n15e0.2k2l1.out,15,merge,4,2,1,identity,tunnel,random,1,1,merge,1935,123,0,60210,13,8,183,6.23077,30089,4.46154,567
output/tunnel-randomhBrandom_n=15_e=0.2_s=4_n15e0.2k2l2.out,15,merge,4,2,2,identity,tunnel,random,1,1,merge,1631,88,1202,62638,13,8,183,6.69231,30011,4.46154,996
output/tunnel-randomhBrandom_n=15_e=0.2_s=4_n15e0.2k2l3.out,15,merge,4,2,3,identity,tunnel,random,1,1,merge,2039,23,25936,62321,13,8,207,7.53846,30029,4.46154,4417
output/tunnel-randomhBrandom_n=15_e=0.2_s=4_n15e0.2k3l1.out,15,merge,4,3,1,identity,tunnel,random,1,1,merge,548,34,0,58557,13,10,339,8.84615,30034,4.46154,363
output/tunnel-randomhBrandom_n=15_e=0.2_s=4_n15e0.2k3l2.out,15,merge,4,3,2,identity,tunnel,random,1,1,merge,624,21,1942,81179,13,10,383,9.92308,30034,4.46154,1007
output/tunnel-randomhBrandom_n=15_e=0.2_s=4_n15e0.2k3l3.out,15,merge,4,3,3,identity,tunnel,random,1,1,merge,3330,0,78288,67876,9,0,0,9.33333,30100,4.46154,10268
output/tunnel-randomhBrandom_n=15_e=0.2_s=5_n15e0.2k2l1.out,15,merge,5,2,1,identity,tunnel,random,1,1,merge,2812,195,0,79682,11,7,137,6,30022,4.09091,1967
output/tunnel-randomhBrandom_n=15_e=0.2_s=5_n15e0.2k2l2.out,15,merge,5,2,2,identity,tunnel,random,1,1,merge,2433,210,2367,81014,11,7,152,6.36364,30033,4.09091,3201
output/tunnel-randomhBrandom_n=15_e=0.2_s=5_n15e0.2k2l3.out,15,merge,5,2,3,identity,tunnel,random,1,1,merge,2811,28,29696,78290,11,165,4897,6.90909,30034,4.09091,7068
output/tunnel-randomhBrandom_n=15_e=0.2_s=5_n15e0.2k3l1.out,15,merge,5,3,1,identity,tunnel,random,1,1,merge,735,59,0,69717,11,9,271,8.36364,30004,4.09091,989
output/tunnel-randomhBrandom_n=15_e=0.2_s=5_n15e0.2k3l2.out,15,merge,5,3,2,identity,tunnel,random,1,1,merge,1406,39,5992,92825,11,10,357,10.3636,30029,4.09091,4354
output/tunnel-randomhBrandom_n=15_e=0.2_s=5_n15e0.2k3l3.out,15,merge,5,3,3,identity,tunnel,random,1,1,merge,3522,0,57791,67487,9,0,0,9.33333,30002,4.09091,9622
output/tunnel-randomhBrandom_n=15_e=0.3_s=1_n15e0.3k2l1.out,15,merge,1,2,1,identity,tunnel,random,1,1,merge,2819,129,76,54365,13,8,115,4,30170,3.07692,1314
output/tunnel-randomhBrandom_n=15_e=0.3_s=1_n15e0.3k2l2.out,15,merge,1,2,2,identity,tunnel,random,1,1,merge,1294,108,3494,46093,13,8,149,5,30214,3.07692,1704
output/tunnel-randomhBrandom_n=15_e=0.3_s=1_n15e0.3k2l3.out,15,merge,1,2,3,identity,tunnel,random,1,1,merge,9,0,559,179,4,0,0,6,13,3.07692,3
output/tunnel-randomhBrandom_n=15_e=0.3_s=1_n15e0.3k3l1.out,15,merge,1,3,1,identity,tunnel,random,1,1,merge,619,33,2,49192,13,10,223,5.38462,30059,3.07692,315
output/tunnel-randomhBrandom_n=15_e=0.3_s=1_n15e0.3k3l2.out,15,merge,1,3,2,identity,tunnel,random,1,1,merge,1188,8,13241,54747,13,10,353,7.15385,30248,3.07692,3141
output/tunnel-randomhBrandom_n=15_e=0.3_s=1_n15e0.3k3l3.out,15,merge,1,3,3,identity,tunnel,random,1,1,merge,9,0,562,179,0,0,0,-nan,17,3.07692,3
output/tunnel-randomhBrandom_n=15_e=0.3_s=2_n15e0.3k2l1.out,15,merge,2,2,1,identity,tunnel,random,1,1,merge,2769,87,54,54705,13,8,139,4.76923,30119,3.61538,652
output/tunnel-randomhBrandom_n=15_e=0.3_s=2_n15e0.3k2l2.out,15,merge,2,2,2,identity,tunnel,random,1,1,merge,1462,75,2538,51661,13,8,153,5.61538,30192,3.61538,1379
output/tunnel-randomhBrandom_n=15_e=0.3_s=2_n15e0.3k2l3.out,15,merge,2,2,3,identity,tunnel,random,1,1,merge,2278,0,70981,52310,12,0,0,6,30058,3.61538,6230
output/tunnel-randomhBrandom_n=15_e=0.3_s=2_n15e0.3k3l1.out,15,merge,2,3,1,identity,tunnel,random,1,1,merge,672,16,4,53453,13,10,244,6.23077,30082,3.61538,267
output/tunnel-randomhBrandom_n=15_e=0.3_s=2_n15e0.3k3l2.out,15,merge,2,3,2,identity,tunnel,random,1,1,merge,584,5,3278,48609,13,10,302,7.76923,30134,3.61538,1131
output/tunnel-randomhBrandom_n=15_e=0.3_s=2_n15e0.3k3l3.out,15,merge,2,3,3,identity,tunnel,random,1,1,merge,2361,0,83856,39609,6,0,0,9,21182,3.61538,7164
output/tunnel-randomhBrandom_n=15_e=0.3_s=3_n15e0.3k2l1.out,15,merge,3,2,1,identity,tunnel,random,1,1,merge,1624,116,0,43303,13,8,141,5.07692,30020,3.84615,467
output/tunnel-randomhBrandom_n=15_e=0.3_s=3_n15e0.3k2l2.out,15,merge,3,2,2,identity,tunnel,random,1,1,merge,1498,65,2572,61753,13,8,168,6,30007,3.84615,1329
output/tunnel-randomhBrandom_n=15_e=0.3_s=3_n15e0.3k2l3.out,15,merge,3,2,3,identity,tunnel,random,1,1,merge,1148,0,42105,33241,10,0,0,6.6,17492,3.84615,3017
output/tunnel-randomhBrandom_n=15_e=0.3_s=3_n15e0.3k3l1.out,15,merge,3,3,1,identity,tunnel,random,1,1,merge,641,30,0,54365,13,10,224,6.23077,30002,3.84615,332
output/tunnel-randomhBrandom_n=15_e=0.3_s=3_n15e0.3k3l2.out,15,merge,3,3,2,identity,tunnel,random,1,1,merge,731,9,5783,59921,13,10,361,8.30769,30073,3.84615,1623
output/tunnel-randomhBrandom_n=15_e=0.3_s=3_n15e0.3k3l3.out,15,merge,3,3,3,identity,tunnel,random,1,1,merge,1148,0,45296,25490,7,0,0,11.5714,16944,3.84615,3098
output/tunnel-randomhBrandom_n=15_e=0.3_s=4_n15e0.3k2l1.out,15,merge,4,2,1,identity,tunnel,random,1,1,merge,2147,148,0,45342,13,8,135,4.92308,30010,4.15385,573
output/tunnel-randomhBrandom_n=15_e=0.3_s=4_n15e0.3k2l2.out,15,merge,4,2,2,identity,tunnel,random,1,1,merge,1859,135,4064,60149,13,8,159,5.76923,30066,4.15385,2422
output/tunnel-randomhBrandom_n=15_e=0.3_s=4_n15e0.3k2l3.out,15,merge,4,2,3,identity,tunnel,random,1,1,merge,55,0,2723,1256,8,0,0,6.5,308,4.15385,74
output/tunnel-randomhBrandom_n=15_e=0.3_s=4_n15e0.3k3l1.out,15,merge,4,3,1,identity,tunnel,random,1,1,merge,805,77,0,52307,13,10,213,5.84615,30001,4.15385,958
output/tunnel-randomhBrandom_n=15_e=0.3_s=4_n15e0.3k3l2.out,15,merge,4,3,2,identity,tunnel,random,1,1,merge,1554,22,13919,58967,13,23,727,7.38462,30162,4.15385,4404
output/tunnel-randomhBrandom_n=15_e=0.3_s=4_n15e0.3k3l3.out,15,merge,4,3,3,identity,tunnel,random,1,1,merge,55,0,2803,1129,3,0,0,9,164,4.15385,74
output/tunnel-randomhBrandom_n=15_e=0.3_s=5_n15e0.3k2l1.out,15,merge,5,2,1,identity,tunnel,random,1,1,merge,2532,132,17,52275,13,8,129,4.84615,30015,3.53846,1131
output/tunnel-randomhBrandom_n=15_e=0.3_s=5_n15e0.3k2l2.out,15,merge,5,2,2,identity,tunnel,random,1,1,merge,1972,102,4202,68520,13,8,155,5.53846,30029,3.53846,2352
output/tunnel-randomhBrandom_n=15_e=0.3_s=5_n15e0.3k2l3.out,15,merge,5,2,3,identity,tunnel,random,1,1,merge,280,0,11206,4142,10,0,0,6.2,2742,3.53846,557
output/tunnel-randomhBrandom_n=15_e=0.3_s=5_n15e0.3k3l1.out,15,merge,5,3,1,identity,tunnel,random,1,1,merge,926,52,0,64885,13,10,222,5.84615,30000,3.53846,824
output/tunnel-randomhBrandom_n=15_e=0.3_s=5_n15e0.3k3l2.out,15,merge,5,3,2,identity,tunnel,random,1,1,merge,433,3,1822,54811,13,10,287,7.07692,30015,3.53846,455
output/tunnel-randomhBrandom_n=15_e=0.3_s=5_n15e0.3k3l3.out,15,merge,5,3,3,identity,tunnel,random,1,1,merge,280,0,12073,4142,3,0,0,9,2305,3.53846,557
